1.549155807495117188e+01,1.552536487579345703e+01,1.558221244812011719e+01,1.560472774505615234e+01,1.563649845123291016e+01,1.569835758209228516e+01,1.577206325531005859e+01,1.585280609130859375e+01,1.589984035491943359e+01,1.589746952056884766e+01
1.548887825012207031e+01,1.551812934875488281e+01,1.559488773345947266e+01,1.567237281799316406e+01,1.570490550994873047e+01,1.572146320343017578e+01,1.577328968048095703e+01,1.583846187591552734e+01,1.587625408172607422e+01,1.587962627410888672e+01
1.550886440277099609e+01,1.555028247833251953e+01,1.561475563049316406e+01,1.567320728302001953e+01,1.574522686004638672e+01,1.579857063293457031e+01,1.579876995086669922e+01,1.578514862060546875e+01,1.577464580535888672e+01,1.578645801544189453e+01
1.556450271606445312e+01,1.564462184906005859e+01,1.569140148162841797e+01,1.569645404815673828e+01,1.573906040191650391e+01,1.578455543518066406e+01,1.577674198150634766e+01,1.577770614624023438e+01,1.578519630432128906e+01,1.579450893402099609e+01
1.557153987884521484e+01,1.563364028930664062e+01,1.568541526794433594e+01,1.569898128509521484e+01,1.573111724853515625e+01,1.573794555664062500e+01,1.570122146606445312e+01,1.573922157287597656e+01,1.579432392120361328e+01,1.579076576232910156e+01
1.559517478942871094e+01,1.563554573059082031e+01,1.568295001983642578e+01,1.567079830169677734e+01,1.566665363311767578e+01,1.567838382720947266e+01,1.569059085845947266e+01,1.573023605346679688e+01,1.577106285095214844e+01,1.578938293457031250e+01
1.559525966644287109e+01,1.562152099609375000e+01,1.563290596008300781e+01,1.560031509399414062e+01,1.563293647766113281e+01,1.569043827056884766e+01,1.569206809997558594e+01,1.567844676971435547e+01,1.570705604553222656e+01,1.578753471374511719e+01
1.559891510009765625e+01,1.558642673492431641e+01,1.557810211181640625e+01,1.558771800994873047e+01,1.564315509796142578e+01,1.569228744506835938e+01,1.569211483001708984e+01,1.568347644805908203e+01,1.571424961090087891e+01,1.578956222534179688e+01
1.557774066925048828e+01,1.559227371215820312e+01,1.558559226989746094e+01,1.559084415435791016e+01,1.564371871948242188e+01,1.569273567199707031e+01,1.569146728515625000e+01,1.568059825897216797e+01,1.571207618713378906e+01,1.579112339019775391e+01
1.555965328216552734e+01,1.559580802917480469e+01,1.558739471435546875e+01,1.559171581268310547e+01,1.564404106140136719e+01,1.568975448608398438e+01,1.569528484344482422e+01,1.571318912506103516e+01,1.574885654449462891e+01,1.579127693176269531e+01
1.556647968292236328e+01,1.559627723693847656e+01,1.558726596832275391e+01,1.559201908111572266e+01,1.564441108703613281e+01,1.568567276000976562e+01,1.570151042938232422e+01,1.575941085815429688e+01,1.579947566986083984e+01,1.578845405578613281e+01
1.556681919097900391e+01,1.559623813629150391e+01,1.558701801300048828e+01,1.559264183044433594e+01,1.564575099945068359e+01,1.568645381927490234e+01,1.570151042938232422e+01,1.575578498840332031e+01,1.579434585571289062e+01,1.578833580017089844e+01
1.556768608093261719e+01,1.559627246856689453e+01,1.558680438995361328e+01,1.559325027465820312e+01,1.564698314666748047e+01,1.568676948547363281e+01,1.570194053649902344e+01,1.575677490234375000e+01,1.579498481750488281e+01,1.579071807861328125e+01
1.556882095336914062e+01,1.559631347656250000e+01,1.558659076690673828e+01,1.559388160705566406e+01,1.564819812774658203e+01,1.568706226348876953e+01,1.570238208770751953e+01,1.575776863098144531e+01,1.579569625854492188e+01,1.579336166381835938e+01
1.557012176513671875e+01,1.559681034088134766e+01,1.558385181427001953e+01,1.558796024322509766e+01,1.564572906494140625e+01,1.568754386901855469e+01,1.570339965820312500e+01,1.575902557373046875e+01,1.579586315155029297e+01,1.579327201843261719e+01
1.556681060791015625e+01,1.559295558929443359e+01,1.560855102539062500e+01,1.565059471130371094e+01,1.568041992187500000e+01,1.568544292449951172e+01,1.570137500762939453e+01,1.575994968414306641e+01,1.579583454132080078e+01,1.578992176055908203e+01
